Bait,Prey,AvgSpec,Localization
PARP1,Q8TAQ2,4,NUCPL
PARP1,Q96CB8,4,NUCPL
PARP1,Q99496,4,NUCPL
PARP1,O95251,3.5,NUCPL
PARP1,P17028,3.5,NUCPL
PARP1,Q06546,3.5,NUCPL
PARP1,Q4VC44,3.5,NUCPL
PARP1,Q6N083,3.5,NUCPL
PARP1,Q92547,3.5,NUCPL
PARP1,W6CJ52,3.5,NUCPL
PARP1,A0A024RAL0,3,NUCPL
PARP1,Q5T3J3,3,NUCPL
PARP1,Q63HK5,3,NUCPL
PARP1,Q6P1R3,3,NUCPL
PARP1,Q86V15,3,NUCPL
PARP1,Q96B01,3,NUCPL
PARP1,Q9H0C8,3,NUCPL
PARP1,Q9NRR4,3,NUCPL
PARP1,Q9UNS1,3,NUCPL
PARP1,Q9Y6K1,3,NUCPL
PARP1,O00716,2.5,NUCPL
PARP1,O15090,2.5,NUCPL
PARP1,P05549,2.5,NUCPL
PARP1,P17482,2.5,NUCPL
PARP1,Q6P4R8,2.5,NUCPL
PARP1,Q8N8A6,2.5,NUCPL
PARP1,Q8NDX5,2.5,NUCPL
PARP1,Q8WVZ9,2.5,NUCPL
PARP1,Q99661,2.5,NUCPL
PARP1,Q9BZJ0,2.5,NUCPL
PARP1,Q9H165,2.5,NUCPL
PARP1,Q9NZM4,2.5,NUCPL
PARP1,Q9UPW6,2.5,NUCPL
PARP1,Q9Y232,2.5,NUCPL
PARP1,O00712,2,NUCPL
PARP1,Q4VBZ9,2,NUCPL
PARP1,Q5JVF3,2,NUCPL
PARP1,Q8N594,2,NUCPL
PARP1,Q8WXX5,2,NUCPL
PARP1,Q92889,2,NUCPL
PARP1,Q96HW7,2,NUCPL
PDIA4,Q5JPE7,38.5,ER
PDIA4,Q15084,33,ER
PDIA4,Q9NYU1,32.5,ER
PDIA4,V9HW95,32,ER
PDIA4,Q70UQ0,27.5,ER
PDIA4,Q8NBS9,24,ER
PDIA4,A0A384ME54,20,ER
PDIA4,Q13217,19.5,ER
PDIA4,Q5VSQ6,19,ER
PDIA4,Q8TAS6,18.5,ER
PDIA4,Q8NBJ5,17,ER
PDIA4,Q8IXB1,15,ER
PDIA4,Q96PC5,15,ER
PDIA4,Q9UG85,15,ER
PDIA4,Q9HCN8,14,ER
PDIA4,Q6NZY4,13.5,ER
PDIA4,Q7Z4H8,13.5,ER
PDIA4,Q6UW63,12.5,ER
PDIA4,Q12797,12,ER
PDIA4,Q96HE7,12,ER
PDIA4,Q9BWS9,11.5,ER
PDIA4,Q14696,11,ER
PDIA4,Q58F09,11,ER
PDIA4,Q96AY3,10.5,ER
PDIA4,Q32P28,10,ER
PDIA4,Q9UBV2,10,ER
PDIA4,O75477,9,ER
PDIA4,Q02818,9,ER
PDIA4,A0A384NPL4,8.5,ER
PDIA4,Q6P179,8.5,ER
PDIA4,Q9HDC9,8.5,ER
PDIA4,Q14554,8,ER
PDIA4,O00469,7.5,ER
PDIA4,P49755,7.5,ER
PDIA4,Q14165,7.5,ER
PDIA4,Q6NVY8,7.5,ER
PDIA4,Q9BRK5,7.5,ER
PDIA4,Q9Y2B0,7,ER
PDIA4,V9HW63,7,ER
PDIA4,Q05707,6.5,ER
PDIA4,Q9BT09,6.5,ER
PDIA4,O60613,6,ER
PDIA4,Q4G148,6,ER
PDIA4,Q5VVF5,6,ER
PDIA4,Q96AE7,6,ER
PDIA4,Q96S52,6,ER
PDIA4,Q9UMX5,6,ER
PDIA4,O96005,5.5,ER
PDIA4,P55145,5.5,ER
PDIA4,Q16880,5.5,ER
PDIA4,Q969N2,5.5,ER
PDIA4,Q9P2K2,5.5,ER
PDIA4,Q9UNW1,5.5,ER
PDIA4,Q9H173,5,ER
PDIA4,Q9UHG3,5,ER
PDIA4,Q86YB8,4.5,ER
PDIA4,Q8WY22,4.5,ER
PDIA4,Q9BTV4,4.5,ER
PDIA4,Q6FHT8,4,ER
PDIA4,Q6N084,4,ER
PDIA4,Q6Y288,4,ER
PDIA4,Q8NBJ7,4,ER
PDIA4,Q92643,4,ER
PDIA4,Q9H6E4,4,ER
PDIA4,Q9Y2D2,4,ER
PDIA4,Q08380,3.5,ER
PDIA4,Q12907,3.5,ER
PDIA4,Q53XJ5,3.5,ER
PDIA4,Q8NBM8,3.5,ER
PDIA4,O15460,3,ER
PDIA4,O60512,3,ER
PDIA4,P61009,3,ER
PDIA4,Q13438,3,ER
PDIA4,Q8IWF2,3,ER
PDIA4,P08236,2.5,ER
PDIA4,P12109,2.5,ER
PDIA4,P67812,2.5,ER
PDIA4,Q8IVL6,2.5,ER
PDIA4,Q969S0,2.5,ER
PDIA4,Q9BS26,2.5,ER
PDIA4,Q9H488,2.5,ER
PDIA4,Q9NZ08,2.5,ER
PDIA4,V9HW41,2.5,ER
PDIA4,O75844,2,ER
PDIA4,P35556,2,ER
PDIA4,Q6ZPD9,2,ER
PDIA4,Q9NRK6,2,ER
PEX3,O43933,30.5,PER
PEX3,O96011,22.5,PER
PEX3,Q86UB9,18.5,PER
PEX3,Q92968,16.5,PER
PEX3,Q13608,14,PER
PEX3,Q9Y5Y5,12.5,PER
PEX3,Q969Z3,8,PER
PEX3,P63092,7.5,PER
PEX3,Q8WVX9,6.5,PER
PEX3,Q9GZY8,6.5,PER
PEX3,P33897,5.5,PER
PEX3,Q8NC06,5,PER
PEX3,P42677,4.5,PER
PEX3,Q7L4K8,4.5,PER
PEX3,Q9NUX8,4.5,PER
PEX3,Q9UIA9,4.5,PER
PEX3,P15880,4,PER
PEX3,Q8N6S4,4,PER
PEX3,Q9H7E9,4,PER
PEX3,O00623,3.5,PER
PEX3,P56545,3.5,PER
PEX3,Q15386,3.5,PER
PEX3,Q9Y4R8,3.5,PER
PEX3,Q13155,3,PER
PEX3,Q9NX47,3,PER
PEX3,Q9UBU9,3,PER
PEX3,P36776,2.5,PER
PEX3,Q8N2A8,2,PER
PEX3,Q9BUN8,2,PER
PSA1,P25786,74.5,PRO
PSA1,O14818,29.5,PRO
PSA1,O95456,26.25,PRO
PSA1,P28066,18.25,PRO
PSA1,P25788,16.75,PRO
PSA1,Q969U7,16.5,PRO
PSA1,Q06323,15.25,PRO
PSA1,Q5JS54,14,PRO
PSA1,Q9UL46,13,PRO
PSA1,Q9BT73,11.25,PRO
PSA1,P25789,10,PRO
PSA1,P20618,7.25,PRO
PSA1,Q99436,7,PRO
PSA1,Q9Y244,6.5,PRO
PSA1,P49721,5.5,PRO
PSA1,P28072,3.25,PRO
PSA1,P28070,3,PRO
PSA1,P08754,2,PRO
RAB11A,Q5R372,44.5,END
RAB11A,Q9BVA1,44,END
RAB11A,Q6ZUT9,41.5,END
RAB11A,Q9ULV0,32,END
RAB11A,Q6ULP2,28,END
RAB11A,Q8TAG9,25.5,END
RAB11A,P51784,23.5,END
RAB11A,Q96KP1,21.5,END
RAB11A,Q9NPR5,21.5,END
RAB11A,P42892,21,END
RAB11A,Q9UPT5,17.5,END
RAB11A,Q2NLD0,16.5,END
RAB11A,Q9H0B6,16,END
RAB11A,Q59FE7,15.5,END
RAB11A,O60879,13,END
RAB11A,Q96QF0,12.5,END
RAB11A,Q9NV70,12.5,END
RAB11A,Q9BXF6,11.25,END
RAB11A,P05198,10,END
RAB11A,P0DPB3,10,END
RAB11A,Q9P2D3,9.5,END
RAB11A,Q6ZNJ1,9,END
RAB11A,P18084,8,END
RAB11A,Q12982,8,END
RAB11A,O75096,7,END
RAB11A,Q8IYU2,7,END
RAB11A,Q99835,7,END
RAB11A,Q9BSW2,7,END
RAB11A,Q58EX2,6.5,END
RAB11A,Q8N573,6.5,END
RAB11A,O60239,6,END
RAB11A,Q8TBN0,6,END
RAB11A,Q8TDW5,6,END
RAB11A,Q9UBG0,6,END
RAB11A,Q9UKD2,6,END
RAB11A,P42025,5.75,END
RAB11A,Q53YE2,5.5,END
RAB11A,Q8TDJ6,5.5,END
RAB11A,Q9H1H9,5.5,END
RAB11A,Q9BRJ6,5.25,END
RAB11A,P43005,5,END
RAB11A,Q8WWL2,5,END
RAB11A,Q9NQT8,5,END
RAB11A,P15927,4.75,END
RAB11A,P20042,4.5,END
RAB11A,A0A024RBS4,4,END
RAB11A,O00522,4,END
RAB11A,P08183,4,END
RAB11A,Q96C24,4,END
RAB11A,P62633,3.75,END
RAB11A,Q13635,3.5,END
RAB11A,Q5EBL4,3.5,END
RAB11A,Q5TA12,3.5,END
RAB11A,Q6P499,3.5,END
RAB11A,Q6ZQN7,3.5,END
RAB11A,Q8IZ41,3.5,END
RAB11A,Q8N9U0,3.5,END
RAB11A,Q96CN4,3.5,END
RAB11A,Q9NS62,3.5,END
RAB11A,Q9ULI3,3.5,END
RAB11A,Q00577,3,END
RAB11A,Q2KHT3,3,END
RAB11A,Q8N9M5,3,END
RAB11A,Q8NC59,3,END
RAB11A,Q96N83,3,END
RAB11A,Q9NUU7,2.75,END
RAB11A,O75154,2.5,END
RAB11A,O95185,2.5,END
RAB11A,Q00059,2.5,END
RAB11A,Q05DH4,2.5,END
RAB11A,Q15599,2.5,END
RAB11A,Q8IZQ1,2.5,END
RAB11A,Q96II5,2.5,END
RAB11A,Q9UJ41,2.5,END
RAB11A,Q9Y2D4,2.5,END
RAB11A,O00399,2,END
RAB11A,O15405,2,END
RAB11A,P55899,2,END
RAB11A,P78348,2,END
RAB11A,Q59FG2,2,END
RAB11A,Q86W33,2,END
RAB11A,Q9BZQ8,2,END
RAB11A,P51148,1.75,END
RAB9A,Q969F9,22,END
RAB9A,P12235,15,END
RAB9A,Q9Y5W8,15,END
RAB9A,Q9Y5W7,14,END
RAB9A,Q2NLD0,13.5,END
RAB9A,Q8IWE5,13.5,END
RAB9A,P42892,11,END
RAB9A,A4D1P6,8.5,END
RAB9A,Q8WXA3,8.5,END
RAB9A,P24386,8,END
RAB9A,Q5T1M5,8,END
RAB9A,Q9NQL2,7.5,END
RAB9A,P31150,6.5,END
RAB9A,Q2TAZ0,6.5,END
RAB9A,P35244,6,END
RAB9A,Q9H270,6,END
RAB9A,Q7L523,5.5,END
RAB9A,P23634,4.5,END
RAB9A,Q96S15,4.5,END
RAB9A,Q9BQD3,4.5,END
RAB9A,P20042,4.25,END
RAB9A,Q9BRJ6,4.25,END
RAB9A,Q9Y2Q5,4,END
RAB9A,O15504,3.5,END
RAB9A,P32019,3.5,END
RAB9A,Q96B45,3.25,END
RAB9A,A0A024RBS4,3,END
RAB9A,Q5R372,3,END
RAB9A,Q8N573,3,END
RAB9A,Q9Y519,3,END
RAB9A,O43504,2.5,END
RAB9A,P37108,2.5,END
RAB9A,Q13619,2.5,END
RAB9A,Q13740,2.5,END
RAB9A,Q15293,2.5,END
RAB9A,Q96J02,2.5,END
RAB9A,Q9NZD8,2.5,END
RAB9A,P10515,2.25,END
RAB9A,Q96FH0,2.25,END
RAB9A,O95747,2,END
RAB9A,Q15021,2,END
RAB9A,Q6ZVM7,2,END
RAB9A,Q9BZQ8,2,END
RAB9A,Q9H9S3,2,END
RAB9A,Q9NUU7,2,END
RPN1,Q9Y2G8,46.5,ER
RPN1,P0DMV9,26.5,ER
RPN1,O76024,23,ER
RPN1,Q59H91,19.5,ER
RPN1,Q9H490,19,ER
RPN1,Q99758,17,ER
RPN1,Q96GQ5,16.5,ER
RPN1,B3KU55,13.5,ER
RPN1,Q7L1W4,12,ER
RPN1,P36578,11,ER
RPN1,Q9NW15,10,ER
RPN1,O75844,9.5,ER
RPN1,Q6ZWT7,9,ER
RPN1,Q9NV66,8.5,ER
RPN1,Q8N2K0,8,ER
RPN1,Q5U5U6,7.5,ER
RPN1,Q8WY22,7.5,ER
RPN1,Q9H6U8,7,ER
RPN1,Q969N2,6.5,ER
RPN1,Q9NPA0,6.5,ER
RPN1,Q9NRC1,6.5,ER
RPN1,O14683,6,ER
RPN1,P60709,6,ER
RPN1,Q14728,6,ER
RPN1,Q16880,6,ER
RPN1,Q86XX4,6,ER
RPN1,Q9H1X3,6,ER
RPN1,Q9ULG6,6,ER
RPN1,O95070,5.5,ER
RPN1,Q92504,5.5,ER
RPN1,O95864,5,ER
RPN1,O96005,5,ER
RPN1,Q8WVP7,5,ER
RPN1,Q99442,5,ER
RPN1,Q9H6H4,5,ER
RPN1,Q6IAX2,4.5,ER
RPN1,Q8TEQ8,4.5,ER
RPN1,Q92521,4.5,ER
RPN1,Q92643,4.5,ER
RPN1,Q9NXW2,4.5,ER
RPN1,O00478,4,ER
RPN1,P00387,4,ER
RPN1,Q2PZI1,4,ER
RPN1,Q6P1M0,4,ER
RPN1,Q7Z7B1,4,ER
RPN1,Q96AQ6,4,ER
RPN1,O00767,3.5,ER
RPN1,P00167,3.5,ER
RPN1,P27544,3.5,ER
RPN1,Q6IAX1,3.5,ER
RPN1,Q8N0U8,3.5,ER
RPN1,Q8N5M9,3.5,ER
RPN1,Q96AA3,3.5,ER
RPN1,Q9NV64,3.5,ER
RPN1,A6NGC4,3,ER
RPN1,O60725,3,ER
RPN1,P62807,3,ER
RPN1,Q86TM6,3,ER
RPN1,Q86UC8,3,ER
RPN1,Q86WV6,3,ER
RPN1,Q9H330,3,ER
RPN1,Q9NX61,3,ER
RPN1,Q15011,2.5,ER
RPN1,Q70UQ0,2.5,ER
RPN1,Q8NCS4,2.5,ER
RPN1,Q9BQE5,2.5,ER
RPN1,Q9UBS9,2.5,ER
RPN1,P49448,2,ER
RPN1,Q00765,2,ER
RPN1,Q15125,2,ER
RPN1,Q6ZMG9,2,ER
RPN1,Q8TBM8,2,ER
RPN1,Q8TD43,2,ER
RPN1,Q96GZ6,2,ER
RPN1,Q9BVX2,2,ER
STX4,Q9P2J5,38,PM
STX4,Q9H2E6,19,PM
STX4,Q5T5C0,13.5,PM
STX4,Q06481,13,PM
STX4,Q9BTV5,9.5,PM
STX4,P28290,7.5,PM
STX4,Q09GN0,7.5,PM
STX4,P42702,5.5,PM
STX4,Q9ULS5,5,PM
STX4,P36383,4.5,PM
STX4,Q8NF91,4,PM
STX4,Q6UXM1,3.5,PM
STX4,Q9BZF9,2.5,PM
STX4,Q9HCU4,2,PM
TBA1A,Q71U36,793.75,MIC
TBA1A,P68363,610.5,MIC
TBA1A,Q16555,125.25,MIC
TBA1A,Q9BPU6,64.75,MIC
TBA1A,Q14195,61.25,MIC
TBA1A,O14531,45.5,MIC
TBA1A,Q14194,29.25,MIC
TBA1A,A6NHL2,21,MIC
TBA1A,Q9UK76,12,MIC
TBA1A,Q99471,11.5,MIC
TBA1A,Q8N4U5,7.25,MIC
TBA1A,Q9NQP4,5.5,MIC
TBA1A,Q9Y3R0,5,MIC
TBA1A,Q9BYV8,4.25,MIC
TBA1A,Q96GY0,3.5,MIC
TBA1A,Q9Y241,3.5,MIC
TBA1A,Q8WUH6,2.25,MIC
TBA1A,O15235,2,MIC
TGOLN2,O43493,48,GOL
TGOLN2,Q15811,37.75,GOL
TGOLN2,Q13439,26,GOL
TGOLN2,Q6P996,23.25,GOL
TGOLN2,P63010,19.75,GOL
TGOLN2,P53367,17.5,GOL
TGOLN2,Q10471,13.5,GOL
TGOLN2,Q8WU79,12.5,GOL
TGOLN2,O95219,10.5,GOL
TGOLN2,Q9Y296,9.25,GOL
TGOLN2,Q5T7V8,7.25,GOL
TGOLN2,O60499,7,GOL
TGOLN2,P98194,7,GOL
TGOLN2,C4AMC7,6.75,GOL
TGOLN2,P45880,5.5,GOL
TGOLN2,Q4ADV7,5.5,GOL
TGOLN2,Q96CN9,5.5,GOL
TGOLN2,O43747,5.25,GOL
TGOLN2,P82094,5,GOL
TGOLN2,Q9NUY8,5,GOL
TGOLN2,P48029,4.5,GOL
TGOLN2,Q86SZ2,4.5,GOL
TGOLN2,Q6ZMI0,4.25,GOL
TGOLN2,Q96L92,4,GOL
TGOLN2,P40818,3.75,GOL
TGOLN2,P62820,3.5,GOL
TGOLN2,Q9Y3C0,3.5,GOL
TGOLN2,Q9Y587,3.5,GOL
TGOLN2,Q9Y6I3,3.5,GOL
TGOLN2,O95208,3.25,GOL
TGOLN2,P98082,3.25,GOL
TGOLN2,P51398,3,GOL
TGOLN2,Q9UL33,3,GOL
TGOLN2,A2RU67,2.75,GOL
TGOLN2,P0DI82,2.75,GOL
TGOLN2,P13674,2.75,GOL
TGOLN2,Q9UJY5,2.75,GOL
TGOLN2,Q8WXE9,2.5,GOL
TGOLN2,Q86VS8,2.25,GOL
TGOLN2,Q8WUA7,2.25,GOL
TGOLN2,Q8IW50,2,GOL
TGOLN2,Q9H4A6,1.75,GOL
TGOLN2,Q9NSY1,1.75,GOL
TJP2,P49959,85.5,JUNC
TJP2,P55010,42,JUNC
TJP2,Q9P2B7,18.5,JUNC
TJP2,P78362,17,JUNC
TJP2,Q96QZ7,16.5,JUNC
TJP2,Q96SB4,14,JUNC
TJP2,Q9P2M7,10,JUNC
TJP2,Q5T0N5,7,JUNC
TJP2,Q86T74,6.5,JUNC
TJP2,Q96MW1,6.5,JUNC
TJP2,Q9BRP8,6,JUNC
TJP2,Q9H9I0,5.5,JUNC
TJP2,Q0PNE2,4,JUNC
TJP2,Q8IVM0,4,JUNC
TJP2,O43639,3.5,JUNC
TJP2,O95067,3,JUNC
TJP2,O95684,3,JUNC
TJP2,Q96B97,3,JUNC
TJP2,Q9H2U1,3,JUNC
TJP2,Q9H467,3,JUNC
TJP2,Q5SRT3,2.5,JUNC
TJP2,Q9NZI7,2,JUNC
TUBA4A,Q15555,37.5,MIC
TUBA4A,Q9ULD2,37,MIC
TUBA4A,Q5STK2,20,MIC
TUBA4A,Q99471,18.5,MIC
TUBA4A,Q9NUG6,12.5,MIC
TUBA4A,Q3KQU3,10.5,MIC
TUBA4A,Q9HC35,10.5,MIC
TUBA4A,P06733,10,MIC
TUBA4A,Q96T17,9.5,MIC
TUBA4A,Q13765,8,MIC
TUBA4A,Q8TF05,7.5,MIC
TUBA4A,Q9NYZ3,6,MIC
TUBA4A,Q6FGF7,5,MIC
TUBA4A,O75330,4.5,MIC
TUBA4A,Q96GY0,3.5,MIC
TUBA4A,Q9BQK8,3.5,MIC
TUBA4A,Q9ULX3,3.5,MIC
TUBA4A,Q8TE73,2.5,MIC
TUBA4A,O00139,2,MIC
TUBA4A,P15259,2,MIC
TUBA4A,Q9UHG0,2,MIC
TUBB,Q71U36,974.5,MIC
TUBB,P68366,812,MIC
TUBB,P68371,371,MIC
TUBB,Q59GB4,237.5,MIC
TUBB,Q6DEN2,141.5,MIC
TUBB,Q9BPU6,47.5,MIC
TUBB,X5DNI1,45.5,MIC
TUBB,O14531,35.5,MIC
TUBB,Q5STK2,18,MIC
TUBB,Q9H910,15.5,MIC
TUBB,Q14240,13,MIC
TUBB,Q99471,10,MIC
TUBB,Q9BYV8,9.5,MIC
TUBB,Q9UK76,8.5,MIC
TUBB,P62888,8,MIC
TUBB,P37837,4.5,MIC
TUBB,P61006,4.5,MIC
TUBB,Q15286,4.5,MIC
TUBB,Q8IYB5,4.5,MIC
TUBB,P08559,4,MIC
TUBB,P53992,3.5,MIC
TUBB,P55036,3.5,MIC
TUBB,P18754,3,MIC
TUBB,P29144,3,MIC
TUBB,Q14166,3,MIC
TUBB,Q9H7B2,3,MIC
TUBB,P08133,2.5,MIC
TUBB,Q9UBE0,2.5,MIC
TUBB,V9HW40,2.5,MIC
TUBB,P11802,2,MIC
TUBB,P49840,2,MIC
ZFPL1,Q9UBF2,379,GOL
ZFPL1,P53618,38.5,GOL
ZFPL1,Q9Y678,30.5,GOL
ZFPL1,Q9NW68,16,GOL
ZFPL1,Q4ADV7,15.5,GOL
ZFPL1,Q96CN9,13.5,GOL
ZFPL1,A0A024R0A8,11,GOL
ZFPL1,O94979,9.5,GOL
ZFPL1,Q96JB2,8,GOL
ZFPL1,Q14746,4,GOL
ZFPL1,Q9NYA4,3.5,GOL
ZFPL1,B4DUZ3,3,GOL
ZFPL1,Q8WUM9,2.5,GOL
ZFPL1,Q9UP83,2.5,GOL
ZFPL1,Q8IW50,2,GOL
ZFPL1,Q96KG9,2,GOL